Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
213,64,Male,Shirt,Clothing,91,Oregon,M,Green,Fall,4.26,No,Free Shipping,Yes,Yes,33,Bank Transfer,Monthly
214,32,Female,Skirt,Clothing,58,Colorado,M,Red,Summer,3.69,No,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly
215,62,Female,Sweater,Clothing,59,California,XL,Yellow,Spring,4.38,No,Store Pickup,Yes,Yes,37,PayPal,Annually
216,43,Male,T-shirt,Clothing,73,Texas,XL,Green,Spring,3.57,Yes,Next Day Air,No,No,25,Bank Transfer,Monthly
217,31,Male,Hoodie,Clothing,22,Arizona,L,White,Fall,3.8,No,Store Pickup,Yes,Yes,46,PayPal,Fortnightly
218,24,Female,Boots,Footwear,74,Texas,L,Beige,Fall,4.36,No,Express,No,No,25,Cash,Bi-Weekly
219,63,Male,Jacket,Clothing,52,Georgia,S,Beige,Spring,4.73,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
220,48,Male,Sneakers,Footwear,90,Florida,S,Gray,Spring,3.61,No,Free Shipping,No,No,16,Bank Transfer,Monthly
221,41,Male,Shirt,Clothing,38,Illinois,S,Blue,Winter,3.2,No,Next Day Air,Yes,Yes,39,Credit Card,Quarterly
222,48,Male,Skirt,Clothing,53,Montana,S,Red,Winter,4.53,Yes,Express,Yes,Yes,35,Bank Transfer,Quarterly
223,46,Male,Skirt,Clothing,97,Florida,M,Black,Summer,3.63,No,Free Shipping,No,No,23,Debit Card,Weekly
224,59,Male,Skirt,Clothing,69,Florida,XL,Brown,Summer,3.51,Yes,Express,Yes,Yes,8,Debit Card,Annually
225,49,Female,Skirt,Clothing,66,Idaho,L,Yellow,Winter,3.56,Yes,2-Day Shipping,Yes,Yes,46,Credit Card,Quarterly
226,34,Female,Sandals,Footwear,65,Idaho,M,Green,Spring,3.37,No,Standard,Yes,Yes,3,Debit Card,Annually
227,31,Male,Boots,Footwear,75,Alabama,XL,Beige,Fall,4.26,No,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly
228,57,Male,Boots,Footwear,76,Virginia,XL,Blue,Summer,3.0,No,Next Day Air,Yes,Yes,43,PayPal,Monthly
229,53,Female,Dress,Clothing,70,Idaho,M,Red,Spring,3.86,No,Store Pickup,Yes,Yes,22,Bank Transfer,Weekly
230,65,Male,T-shirt,Clothing,73,Colorado,M,Red,Fall,3.95,Yes,2-Day Shipping,No,No,14,Debit Card,Weekly
231,41,Female,Shorts,Clothing,100,Virginia,L,Beige,Fall,3.44,Yes,Express,No,No,22,Debit Card,Weekly
232,62,Male,Skirt,Clothing,47,Alabama,S,Brown,Spring,4.75,No,Standard,No,No,34,PayPal,Annually
233,44,Female,Jacket,Clothing,38,Colorado,S,Blue,Spring,4.34,No,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
234,42,Female,Shorts,Clothing,46,Florida,L,Pink,Summer,3.53,No,Free Shipping,No,No,31,PayPal,Annually
235,49,Male,Boots,Footwear,67,Montana,L,Brown,Winter,3.74,No,Standard,Yes,Yes,21,Cash,Annually
236,69,Male,Blouse,Clothing,38,California,S,White,Spring,4.34,No,2-Day Shipping,Yes,Yes,5,Bank Transfer,Weekly
237,35,Male,Blouse,Clothing,70,California,M,Red,Winter,,No,Standard,No,No,19,Cash,Every 3 Months
238,63,Male,Jacket,Clothing,26,Michigan,S,Blue,Summer,4.64,Yes,Free Shipping,Yes,Yes,42,Debit Card,Bi-Weekly
239,35,Female,Dress,Clothing,48,Illinois,XL,Beige,Winter,4.14,Yes,2-Day Shipping,Yes,Yes,21,Cash,Monthly
240,54,Male,Boots,Footwear,62,New York,XL,Red,Winter,3.95,No,Express,No,No,2,Debit Card,Fortnightly
241,43,Female,Jacket,Clothing,88,California,L,Brown,Fall,3.95,Yes,Free Shipping,No,No,3,Cash,Bi-Weekly
242,26,Male,Sandals,Footwear,77,Michigan,S,Black,Summer,5.0,No,Standard,No,No,47,Debit Card,Monthly
243,52,Female,Hoodie,Clothing,27,Virginia,S,Black,Spring,3.19,No,Free Shipping,No,No,30,Venmo,Annually
244,25,Male,Jacket,Clothing,61,Georgia,XL,Red,Winter,3.14,No,2-Day Shipping,No,No,34,Bank Transfer,Fortnightly
245,37,Male,Jeans,Clothing,95,Oregon,S,Blue,Summer,3.66,Yes,Standard,Yes,Yes,25,Credit Card,Annually
246,59,Female,Shorts,Clothing,61,Colorado,L,Blue,Fall,4.64,No,Express,Yes,Yes,35,Bank Transfer,Monthly
247,39,Male,Shirt,Clothing,32,Michigan,L,Yellow,Fall,2.32,No,Store Pickup,Yes,Yes,29,Cash,Quarterly
248,36,Male,Coat,Clothing,45,New York,XL,White,Winter,2.66,Yes,Next Day Air,Yes,Yes,12,PayPal,Monthly
249,47,Male,Dress,Clothing,37,Texas,S,Yellow,Winter,3.56,Yes,Express,Yes,Yes,23,Credit Card,Quarterly
250,70,Male,Jacket,Clothing,61,Ohio,S,Yellow,Spring,5.0,No,Free Shipping,No,No,28,Debit Card,Annually
251,45,Male,Boots,Footwear,70,Florida,XL,White,Summer,3.82,Yes,Next Day Air,No,No,46,Credit Card,Quarterly
252,52,Female,Sneakers,Footwear,35,Montana,M,Beige,Spring,3.1,No,Store Pickup,No,No,17,PayPal,Every 3 Months
253,60,Male,Blouse,Clothing,22,Oregon,M,Black,Spring,4.29,No,Store Pickup,Yes,Yes,16,PayPal,Monthly
254,28,Female,Jeans,Clothing,98,Alabama,S,Beige,Fall,4.8,No,2-Day Shipping,No,No,49,Bank Transfer,Annually
255,48,Male,T-shirt,Clothing,64,New York,L,Yellow,Summer,3.42,No,Store Pickup,No,No,9,Debit Card,Annually
256,66,Male,Skirt,Clothing,41,Michigan,M,Blue,Spring,4.07,No,Standard,No,No,3,Bank Transfer,Quarterly
257,65,Female,Coat,Clothing,42,Illinois,S,White,Fall,3.89,Yes,Standard,Yes,Yes,22,Cash,Every 3 Months
258,56,Female,Pants,Clothing,78,California,M,Brown,Winter,4.14,Yes,2-Day Shipping,No,No,31,Cash,Fortnightly
259,53,Female,Dress,Clothing,81,Arizona,XL,Green,Spring,3.52,No,Store Pickup,Yes,Yes,14,Venmo,Quarterly
260,47,Female,Shirt,Clothing,87,California,M,Green,Winter,4.18,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Weekly
261,40,Female,Coat,Clothing,73,Idaho,M,Gray,Summer,4.3,No,Express,Yes,Yes,38,PayPal,Fortnightly
262,36,Male,Jacket,Clothing,76,Virginia,XL,Red,Spring,4.23,Yes,Next Day Air,No,No,23,Venmo,Annually
263,29,Female,Sandals,Footwear,42,Florida,L,Pink,Winter,2.83,Yes,2-Day Shipping,No,No,21,PayPal,Every 3 Months
264,32,Female,Blouse,Clothing,79,Colorado,S,Pink,Winter,2.94,No,Store Pickup,Yes,Yes,24,Venmo,Fortnightly
265,48,Male,Boots,Footwear,92,Idaho,L,Brown,Summer,3.39,No,Free Shipping,Yes,Yes,32,Bank Transfer,Fortnightly
266,60,Male,Blouse,Clothing,74,California,L,Gray,Fall,3.96,No,Free Shipping,No,No,45,Cash,Annually
267,54,Female,T-shirt,Clothing,99,Arizona,M,Black,Fall,4.14,No,Next Day Air,Yes,Yes,5,PayPal,Weekly
268,54,Female,Sandals,Footwear,82,Virginia,S,Brown,Spring,3.17,No,2-Day Shipping,Yes,Yes,33,Bank Transfer,Weekly
269,32,Female,Skirt,Clothing,75,Idaho,M,Yellow,Winter,3.99,Yes,Express,Yes,Yes,44,Bank Transfer,Weekly
270,46,Male,Boots,Footwear,74,Montana,XL,Brown,Fall,4.37,Yes,Express,No,No,47,Cash,Weekly
271,67,Female,Shorts,Clothing,44,Michigan,L,Green,Spring,4.2,No,2-Day Shipping,Yes,Yes,19,Credit Card,Every 3 Months
272,60,Male,Sweater,Clothing,45,Virginia,L,Pink,Winter,3.52,No,Standard,Yes,Yes,34,Cash,Weekly
273,43,Male,Jeans,Clothing,68,Colorado,XL,Black,Spring,3.58,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months
274,61,Male,Blouse,Clothing,82,Colorado,S,Red,Summer,3.02,Yes,Express,No,No,39,Credit Card,Every 3 Months
275,19,Male,Sneakers,Footwear,64,Virginia,L,Yellow,Spring,4.84,Yes,Standard,No,No,28,Venmo,Bi-Weekly
276,37,Female,Blouse,Clothing,92,Idaho,L,Red,Summer,4.08,No,2-Day Shipping,No,No,11,Debit Card,Annually
277,32,Male,Coat,Clothing,98,Arizona,S,Green,Winter,2.83,No,Store Pickup,Yes,Yes,10,PayPal,Bi-Weekly
278,69,Male,Blouse,Clothing,58,Idaho,M,Gray,Winter,4.54,No,Free Shipping,No,No,40,Debit Card,Weekly
279,21,Female,Dress,Clothing,84,New York,XL,Red,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,2,Debit Card,Every 3 Months
280,39,Male,Blouse,Clothing,88,Texas,S,Gray,Spring,4.52,No,Free Shipping,No,No,46,Credit Card,Fortnightly
281,67,Female,Sweater,Clothing,75,Virginia,XL,Yellow,Winter,3.46,No,2-Day Shipping,No,No,45,Venmo,Quarterly
282,55,Male,Sweater,Clothing,28,Alabama,XL,Pink,Winter,3.55,Yes,Standard,No,No,39,Cash,Quarterly
283,40,Female,Skirt,Clothing,89,California,L,Blue,Summer,3.31,No,Store Pickup,No,No,27,Credit Card,Bi-Weekly
284,43,Male,Shirt,Clothing,47,Colorado,S,Brown,Winter,5.0,No,Standard,No,No,9,Venmo,Weekly
285,68,Male,Shorts,Clothing,64,New York,XL,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,39,Cash,Monthly
286,28,Female,Sneakers,Footwear,45,Alabama,M,Black,Winter,3.23,No,2-Day Shipping,No,No,1,Cash,Quarterly
287,45,Male,Blouse,Clothing,47,Texas,XL,White,Fall,3.41,No,Free Shipping,Yes,Yes,33,Venmo,Annually
288,19,Male,Blouse,Clothing,59,New York,L,White,Winter,3.6,No,2-Day Shipping,No,No,38,Cash,Annually
289,25,Female,Jeans,Clothing,34,Illinois,M,Yellow,Spring,4.73,Yes,Free Shipping,Yes,Yes,33,PayPal,Every 3 Months
290,46,Male,Boots,Footwear,25,New York,M,Brown,Summer,3.97,No,Standard,Yes,Yes,48,PayPal,Annually
291,28,Male,Sweater,Clothing,46,Montana,S,Brown,Winter,4.54,No,Next Day Air,Yes,Yes,3,Credit Card,Every 3 Months
292,54,Female,Sneakers,Footwear,57,Michigan,M,Brown,Spring,3.97,Yes,Express,Yes,Yes,32,Cash,Quarterly
293,35,Female,Skirt,Clothing,87,Arizona,S,Black,Summer,3.69,No,Standard,No,No,13,Cash,Fortnightly
294,67,Female,T-shirt,Clothing,94,California,S,Pink,Summer,3.17,No,2-Day Shipping,No,No,21,Venmo,Quarterly
295,31,Female,Shirt,Clothing,83,Florida,M,Blue,Spring,4.76,No,2-Day Shipping,Yes,Yes,4,PayPal,Bi-Weekly
296,27,Female,Shorts,Clothing,49,Alabama,S,Brown,Spring,4.39,No,Free Shipping,Yes,Yes,17,Debit Card,Annually
297,52,Male,Sandals,Footwear,22,Colorado,S,Beige,Fall,4.45,Yes,Express,No,No,42,Credit Card,Weekly
298,26,Female,Shorts,Clothing,81,Idaho,M,Blue,Fall,4.36,No,Store Pickup,Yes,Yes,4,Bank Transfer,Weekly
299,52,Male,Dress,Clothing,31,California,L,Black,Winter,3.37,No,Standard,No,No,20,PayPal,Every 3 Months
300,28,Female,Coat,Clothing,49,Florida,XL,Brown,Fall,3.96,Yes,Express,No,No,12,Venmo,Quarterly
301,61,Male,Dress,Clothing,57,Texas,S,Yellow,Spring,4.45,No,Express,No,No,26,Credit Card,Monthly
302,29,Male,Blouse,Clothing,79,New York,S,Black,Fall,4.37,No,Standard,No,No,45,Debit Card,Bi-Weekly
303,20,Female,Pants,Clothing,57,Florida,M,Blue,Summer,3.89,Yes,Free Shipping,Yes,Yes,36,Bank Transfer,Every 3 Months
304,70,Male,Shirt,Clothing,34,Georgia,XL,Gray,Spring,4.98,No,Store Pickup,No,No,16,Credit Card,Quarterly
305,56,Male,Coat,Clothing,37,Illinois,XL,Gray,Winter,4.12,No,Free Shipping,Yes,Yes,7,PayPal,Bi-Weekly
306,31,Female,Sneakers,Footwear,71,California,S,Yellow,Summer,4.59,Yes,Free Shipping,Yes,Yes,33,Debit Card,Monthly
307,45,Female,Sandals,Footwear,48,Virginia,M,Red,Summer,3.92,No,Next Day Air,No,No,48,Bank Transfer,Every 3 Months
308,28,Female,Sweater,Clothing,79,Oregon,L,White,Summer,3.58,No,Express,No,No,2,Venmo,Annually
309,56,Female,Shirt,Clothing,40,California,XL,Yellow,Spring,4.38,Yes,Next Day Air,No,No,33,Credit Card,Bi-Weekly
310,42,Male,Shirt,Clothing,36,California,L,Gray,Spring,4.24,No,Free Shipping,No,No,14,PayPal,Every 3 Months
311,38,Male,Dress,Clothing,37,Virginia,M,Yellow,Winter,4.01,Yes,Store Pickup,No,No,20,Venmo,Bi-Weekly
312,27,Male,Pants,Clothing,76,Georgia,L,Green,Fall,3.29,Yes,Standard,No,No,37,Debit Card,Bi-Weekly
313,60,Male,Blouse,Clothing,56,Michigan,M,Gray,Fall,4.41,Yes,Express,No,No,27,Credit Card,Annually
314,32,Male,Jacket,Clothing,79,Arizona,S,Pink,Fall,3.32,No,Standard,Yes,Yes,47,Cash,Every 3 Months
315,36,Male,Skirt,Clothing,57,Texas,L,Brown,Fall,4.27,No,2-Day Shipping,No,No,42,PayPal,Weekly
316,65,Female,Dress,Clothing,31,Michigan,S,Pink,Summer,3.14,No,Express,Yes,Yes,21,PayPal,Annually
317,39,Male,Shirt,Clothing,94,Arizona,S,Red,Spring,,No,Standard,No,No,2,Cash,Monthly
318,38,Male,Hoodie,Clothing,92,California,M,Yellow,Fall,3.98,No,Free Shipping,No,No,43,Venmo,Every 3 Months
319,69,Male,Jeans,Clothing,20,Illinois,L,Green,Summer,4.15,Yes,Next Day Air,No,No,16,PayPal,Weekly
320,61,Female,Sandals,Footwear,77,Idaho,XL,Gray,Spring,3.93,No,Standard,Yes,Yes,19,Venmo,Fortnightly
321,49,Female,Skirt,Clothing,22,Georgia,L,Brown,Spring,3.48,Yes,Store Pickup,Yes,Yes,4,Debit Card,Quarterly
322,67,Female,Dress,Clothing,82,Oregon,XL,Green,Spring,4.47,Yes,2-Day Shipping,No,No,10,Cash,Every 3 Months
323,40,Female,Sandals,Footwear,40,Illinois,S,Green,Summer,,No,Free Shipping,Yes,Yes,22,Venmo,Weekly
324,30,Male,Jeans,Clothing,42,Alabama,S,Pink,Fall,3.92,Yes,2-Day Shipping,No,No,12,Debit Card,Every 3 Months
325,22,Male,T-shirt,Clothing,28,Texas,M,White,Spring,3.71,Yes,Store Pickup,Yes,Yes,2,Credit Card,Every 3 Months
326,21,Male,Jeans,Clothing,74,Virginia,XL,Blue,Summer,3.37,No,Store Pickup,Yes,Yes,2,PayPal,Every 3 Months
327,45,Female,Pants,Clothing,38,New York,L,White,Spring,4.48,Yes,Next Day Air,Yes,Yes,41,Cash,Annually
328,31,Male,Jeans,Clothing,81,Colorado,M,Yellow,Winter,3.41,No,2-Day Shipping,No,No,44,Credit Card,Bi-Weekly
329,25,Male,Sandals,Footwear,58,Georgia,M,Yellow,Winter,4.82,No,Store Pickup,No,No,34,Credit Card,Fortnightly
330,26,Male,Shorts,Clothing,95,California,M,White,Summer,3.31,No,Standard,Yes,Yes,18,Credit Card,Monthly
331,68,Female,Sandals,Footwear,46,Florida,L,Blue,Fall,3.99,No,Store Pickup,Yes,Yes,16,Venmo,Monthly
332,52,Female,Jacket,Clothing,65,Idaho,M,Gray,Fall,3.84,No,Store Pickup,Yes,Yes,19,PayPal,Every 3 Months
333,54,Female,Blouse,Clothing,53,New York,L,Green,Spring,3.73,Yes,Standard,Yes,Yes,47,Cash,Weekly
334,38,Male,Coat,Clothing,52,Ohio,M,Green,Fall,,No,Free Shipping,No,No,25,Bank Transfer,Annually
335,35,Male,Shorts,Clothing,69,Michigan,XL,White,Fall,4.27,No,Next Day Air,No,No,30,Bank Transfer,Every 3 Months
336,50,Male,Sweater,Clothing,39,Illinois,S,White,Winter,4.12,No,Next Day Air,Yes,Yes,48,PayPal,Bi-Weekly
337,25,Male,Coat,Clothing,59,Colorado,XL,Black,Summer,3.16,No,Express,Yes,Yes,6,PayPal,Bi-Weekly
338,68,Female,Blouse,Clothing,77,Idaho,XL,Blue,Winter,3.1,Yes,Express,No,No,27,PayPal,Every 3 Months
339,66,Male,Dress,Clothing,50,Ohio,M,Pink,Summer,3.06,Yes,Standard,No,No,15,Debit Card,Monthly
340,34,Female,Skirt,Clothing,57,Arizona,XL,Green,Spring,3.65,Yes,Store Pickup,No,No,31,Debit Card,Bi-Weekly
341,60,Male,Jacket,Clothing,64,Ohio,XL,Pink,Winter,5.0,No,2-Day Shipping,Yes,Yes,44,Debit Card,Quarterly
342,48,Female,Jacket,Clothing,60,Oregon,XL,Brown,Summer,3.77,No,Store Pickup,No,No,22,Debit Card,Weekly
343,51,Male,Sweater,Clothing,28,New York,M,Gray,Fall,5.0,No,Store Pickup,Yes,Yes,12,PayPal,Weekly
344,23,Male,Shorts,Clothing,28,Texas,L,White,Summer,3.78,Yes,2-Day Shipping,No,No,10,PayPal,Bi-Weekly
345,39,Female,Pants,Clothing,82,Illinois,S,Black,Fall,3.9,Yes,Free Shipping,No,No,21,Bank Transfer,Monthly
346,31,Female,Boots,Footwear,98,Idaho,S,Black,Spring,4.16,No,Next Day Air,Yes,Yes,47,Cash,Annually
347,20,Male,T-shirt,Clothing,96,Ohio,L,Yellow,Fall,3.63,No,Standard,Yes,Yes,31,Bank Transfer,Every 3 Months
348,29,Male,Jeans,Clothing,41,Illinois,L,Brown,Summer,3.94,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly
349,53,Male,Shorts,Clothing,35,Idaho,XL,Gray,Winter,2.78,Yes,Express,Yes,Yes,10,Cash,Quarterly
350,29,Female,Skirt,Clothing,51,Michigan,S,Gray,Summer,3.27,No,Standard,Yes,Yes,19,Cash,Every 3 Months
351,62,Male,T-shirt,Clothing,85,Idaho,L,Red,Winter,2.79,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
352,19,Female,Jacket,Clothing,33,Michigan,XL,White,Summer,4.24,No,Standard,No,No,46,Bank Transfer,Quarterly
353,19,Male,Sandals,Footwear,57,Virginia,S,Yellow,Summer,2.98,No,2-Day Shipping,No,No,10,Bank Transfer,Fortnightly
354,32,Male,Skirt,Clothing,27,Oregon,M,Blue,Spring,4.65,No,Free Shipping,Yes,Yes,49,Cash,Bi-Weekly
355,40,Male,Blouse,Clothing,40,New York,M,Blue,Fall,4.01,No,Store Pickup,No,No,27,Cash,Quarterly
356,46,Male,Sweater,Clothing,75,Illinois,S,Beige,Summer,4.38,No,Express,Yes,Yes,43,Debit Card,Annually
357,34,Female,Blouse,Clothing,65,New York,S,Gray,Winter,3.41,Yes,Express,No,No,50,PayPal,Bi-Weekly
358,49,Female,Boots,Footwear,62,Michigan,M,Pink,Fall,3.13,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly
359,24,Male,Skirt,Clothing,65,Colorado,M,Brown,Spring,3.59,No,Free Shipping,No,No,11,Venmo,Monthly
360,47,Male,Sneakers,Footwear,67,Ohio,S,Black,Fall,4.44,No,Express,No,No,8,Cash,Every 3 Months
361,45,Male,Sneakers,Footwear,89,Alabama,XL,White,Summer,5.0,No,Free Shipping,No,No,19,Cash,Monthly
362,31,Female,Dress,Clothing,50,Texas,L,Brown,Winter,4.11,Yes,Standard,No,No,16,PayPal,Fortnightly
363,61,Male,Shorts,Clothing,52,Virginia,L,Green,Winter,3.01,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Monthly
364,47,Female,Jacket,Clothing,63,Alabama,S,Red,Fall,3.22,No,Next Day Air,No,No,14,Debit Card,Bi-Weekly
365,34,Female,Jacket,Clothing,90,Montana,L,Black,Winter,2.91,No,Next Day Air,Yes,Yes,22,Credit Card,Weekly
366,49,Female,Jeans,Clothing,27,California,M,Brown,Summer,3.72,No,Express,Yes,Yes,17,Bank Transfer,Weekly
367,63,Female,Jeans,Clothing,92,Georgia,M,Brown,Winter,3.63,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly
368,23,Male,Jeans,Clothing,21,Colorado,L,Red,Winter,3.72,No,Next Day Air,No,No,26,PayPal,Weekly
369,68,Male,Sandals,Footwear,36,Alabama,S,Brown,Winter,3.16,No,Store Pickup,Yes,Yes,35,Debit Card,Quarterly
370,41,Female,Coat,Clothing,71,Arizona,M,Yellow,Summer,3.1,Yes,2-Day Shipping,No,No,36,Venmo,Weekly
371,23,Male,Shirt,Clothing,64,Texas,XL,Black,Spring,,No,Next Day Air,No,No,45,Credit Card,Annually
372,44,Male,Coat,Clothing,56,California,XL,Green,Winter,4.09,No,Standard,No,No,49,Debit Card,Fortnightly
373,35,Male,Blouse,Clothing,61,Ohio,M,Black,Spring,3.09,Yes,Next Day Air,No,No,30,Bank Transfer,Monthly
374,41,Female,Coat,Clothing,63,New York,M,Red,Fall,4.08,No,2-Day Shipping,No,No,21,Debit Card,Weekly
375,54,Male,Sandals,Footwear,100,Arizona,L,Green,Fall,4.37,No,Express,Yes,Yes,20,PayPal,Weekly
376,41,Male,Dress,Clothing,57,California,S,Blue,Summer,2.4,No,Store Pickup,Yes,Yes,42,Debit Card,Annually
377,55,Male,Blouse,Clothing,25,California,L,White,Summer,4.75,No,Standard,Yes,Yes,26,Cash,Every 3 Months
378,51,Male,Coat,Clothing,87,Idaho,S,Gray,Summer,4.22,No,2-Day Shipping,Yes,Yes,12,Debit Card,Fortnightly
379,57,Male,Sandals,Footwear,70,Montana,XL,Blue,Summer,4.37,No,Free Shipping,Yes,Yes,8,Credit Card,Every 3 Months
380,64,Male,Shirt,Clothing,54,New York,XL,Yellow,Spring,3.19,Yes,Next Day Air,Yes,Yes,35,Debit Card,Fortnightly
381,32,Male,Coat,Clothing,77,Virginia,S,Black,Summer,4.27,No,Standard,No,No,29,Venmo,Weekly
382,28,Male,Sandals,Footwear,76,Ohio,L,Green,Spring,4.34,No,Express,No,No,42,Cash,Quarterly
383,39,Male,Boots,Footwear,92,Georgia,M,White,Winter,3.41,No,Free Shipping,Yes,Yes,7,Credit Card,Weekly
384,41,Male,Jeans,Clothing,25,Illinois,S,White,Winter,4.27,No,Next Day Air,No,No,10,Credit Card,Quarterly
385,18,Female,Boots,Footwear,32,Alabama,L,Red,Fall,3.72,No,Standard,Yes,Yes,39,Bank Transfer,Every 3 Months
386,35,Male,Jacket,Clothing,78,Texas,XL,Red,Fall,3.43,Yes,Store Pickup,No,No,50,PayPal,Annually
387,61,Female,Jeans,Clothing,49,Montana,M,Red,Spring,3.68,Yes,2-Day Shipping,No,No,20,PayPal,Monthly
388,29,Male,Jacket,Clothing,21,Idaho,XL,Pink,Summer,3.9,No,Next Day Air,No,No,28,Cash,Bi-Weekly
389,60,Female,Hoodie,Clothing,77,Virginia,S,Black,Fall,3.62,No,Standard,Yes,Yes,14,Credit Card,Monthly
390,45,Female,Sweater,Clothing,55,Idaho,XL,Beige,Spring,3.32,No,Next Day Air,No,No,12,Bank Transfer,Weekly
391,57,Male,Boots,Footwear,91,California,XL,Yellow,Fall,4.04,No,Store Pickup,No,No,8,Venmo,Weekly
392,24,Female,Sweater,Clothing,64,Florida,S,Brown,Summer,,No,Standard,No,No,7,Debit Card,Quarterly
393,40,Female,Sweater,Clothing,28,Alabama,M,Yellow,Spring,3.89,No,2-Day Shipping,No,No,5,Debit Card,Fortnightly
394,38,Female,Shirt,Clothing,84,Montana,S,Gray,Fall,2.83,Yes,Next Day Air,No,No,1,Debit Card,Every 3 Months
395,51,Male,Jeans,Clothing,96,Michigan,L,Red,Summer,3.45,No,Standard,Yes,Yes,47,PayPal,Every 3 Months
396,28,Female,Hoodie,Clothing,69,California,S,Gray,Spring,3.29,Yes,Free Shipping,Yes,Yes,9,Credit Card,Every 3 Months
397,39,Female,Jacket,Clothing,98,Montana,S,Yellow,Spring,4.84,Yes,Express,Yes,Yes,44,Credit Card,Quarterly
398,59,Male,Sandals,Footwear,51,Colorado,M,Pink,Spring,3.87,No,Store Pickup,No,No,18,Venmo,Fortnightly
399,52,Female,Blouse,Clothing,62,Arizona,L,Gray,Winter,3.63,No,Standard,No,No,43,PayPal,Fortnightly
400,69,Female,Sandals,Footwear,97,New York,XL,Black,Spring,3.46,No,Standard,Yes,Yes,42,Venmo,Annually
401,46,Female,Blouse,Clothing,73,Georgia,XL,Green,Fall,3.73,Yes,Standard,No,No,10,Credit Card,Fortnightly
402,59,Male,Boots,Footwear,66,Texas,XL,Beige,Spring,4.25,No,Next Day Air,No,No,50,Debit Card,Fortnightly
403,45,Female,Sneakers,Footwear,33,Alabama,XL,Beige,Spring,2.7,Yes,Store Pickup,No,No,1,PayPal,Weekly
404,35,Male,Sandals,Footwear,67,Michigan,M,Yellow,Spring,3.94,No,Express,No,No,20,PayPal,Bi-Weekly
405,31,Female,Coat,Clothing,74,Oregon,L,Brown,Spring,3.5,No,Store Pickup,No,No,43,PayPal,Every 3 Months
406,35,Female,Coat,Clothing,48,Idaho,M,Red,Spring,4.06,No,Next Day Air,Yes,Yes,29,Bank Transfer,Bi-Weekly
407,45,Female,Shorts,Clothing,66,Michigan,S,Yellow,Winter,4.28,No,Standard,No,No,2,Bank Transfer,Monthly
408,41,Female,Jeans,Clothing,82,Michigan,L,Gray,Summer,3.38,No,Store Pickup,Yes,Yes,26,Debit Card,Monthly
409,25,Male,Blouse,Clothing,38,Florida,L,Pink,Winter,2.98,No,Standard,No,No,11,Bank Transfer,Monthly
410,59,Female,Blouse,Clothing,28,Ohio,XL,Green,Fall,3.62,No,Express,Yes,Yes,25,PayPal,Quarterly
411,62,Male,Skirt,Clothing,56,Illinois,XL,Beige,Summer,4.57,Yes,Free Shipping,No,No,34,Bank Transfer,Monthly
412,70,Female,Dress,Clothing,71,New York,XL,Blue,Fall,4.3,No,Next Day Air,No,No,41,Bank Transfer,Every 3 Months
413,25,Male,Jeans,Clothing,76,Alabama,XL,Beige,Spring,3.57,No,Free Shipping,Yes,Yes,1,Cash,Annually
414,21,Female,Shirt,Clothing,47,Virginia,S,Green,Fall,3.42,No,Store Pickup,No,No,31,PayPal,Monthly
415,44,Female,Shorts,Clothing,55,Arizona,XL,Black,Winter,3.46,No,Standard,No,No,38,Bank Transfer,Monthly
416,53,Male,Shirt,Clothing,83,Alabama,M,Gray,Winter,3.02,Yes,Standard,No,No,22,Debit Card,Annually
417,22,Male,Boots,Footwear,37,Ohio,L,White,Spring,4.27,No,2-Day Shipping,No,No,2,Bank Transfer,Weekly
418,50,Male,Boots,Footwear,54,Michigan,S,Pink,Spring,4.38,No,2-Day Shipping,No,No,47,Bank Transfer,Monthly
419,66,Male,Shirt,Clothing,87,Georgia,S,Brown,Summer,3.57,No,Free Shipping,Yes,Yes,1,PayPal,Annually
420,51,Female,Shirt,Clothing,97,Texas,L,Blue,Winter,3.5,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Bi-Weekly
421,47,Male,Hoodie,Clothing,58,Texas,L,Yellow,Winter,,No,Store Pickup,Yes,Yes,50,Cash,Weekly
422,25,Male,Jeans,Clothing,27,Montana,L,Red,Summer,3.53,Yes,Express,No,No,36,Cash,Fortnightly
423,56,Male,Shirt,Clothing,99,California,S,Red,Winter,3.36,Yes,Store Pickup,Yes,Yes,45,Bank Transfer,Quarterly
